ts_micro,frame,btn,speed
1574271585025,357,107,50
1574271585074,358,107,50
1574271585124,359,107,50
1574271585174,360,107,50
1574271585224,361,107,50
1574271585274,362,107,50
1574271585324,363,107,50
1574271585374,364,107,50
1574271585424,365,107,50
1574271585474,366,107,50
1574271585524,367,107,50
1574271585574,368,107,50
1574271585625,369,107,50
1574271585674,370,107,50
1574271585724,371,107,50
1574271585774,372,107,50
1574271585824,373,107,50
1574271585874,374,107,50
1574271585924,375,107,50
1574271585974,376,107,50
1574271586024,377,107,50
1574271586074,378,107,50
1574271586124,379,107,50
1574271586174,380,107,50
1574271586224,381,107,50
1574271586274,382,107,50
1574271586324,383,107,50
1574271586374,384,107,50
1574271586425,385,107,50
1574271586475,386,107,50
1574271586525,387,107,50
1574271586574,388,107,50
1574271586625,389,107,50
1574271586675,390,107,50
1574271586725,391,107,50
1574271586774,392,107,50
1574271586824,393,107,50
1574271586874,394,107,50
1574271586924,395,107,50
1574271586975,396,107,50
1574271587024,397,107,50
1574271587075,398,107,50
1574271587124,399,107,50
1574271587174,400,107,50
1574271587224,401,107,50
1574271587275,402,107,50
1574271587324,403,107,50
1574271587375,404,107,50
1574271587424,405,107,50
1574271587474,406,107,50
1574271587524,407,107,50
1574271587574,408,107,50
1574271587624,409,107,50
1574271587674,410,107,50
1574271587724,411,107,50
1574271587774,412,107,50
1574271587824,413,107,50
1574271587874,414,107,50
1574271587924,415,107,50
1574271587974,416,107,50
1574271588025,417,107,50
1574271588074,418,107,50
1574271588124,419,107,50
1574271588176,420,107,50
1574271588224,421,107,50
1574271588274,422,107,50
1574271588324,423,107,50
1574271588374,424,107,50
1574271588424,425,107,50
1574271588474,426,107,50
1574271588524,427,107,50
1574271588574,428,107,50
1574271588624,429,107,50
1574271588674,430,107,50
1574271588724,431,107,50
1574271588774,432,107,50
1574271588825,433,107,50
1574271588875,434,107,50
1574271588924,435,107,50
1574271588975,436,107,50
1574271589024,437,107,50
1574271589075,438,107,50
1574271589125,439,107,50
1574271589175,440,107,50
1574271589225,441,107,50
1574271589275,442,107,50
1574271589324,443,107,50
1574271589374,444,107,50
1574271589424,445,107,50
1574271589474,446,107,50
1574271589524,447,107,50
1574271589574,448,107,50
1574271589624,449,107,50
1574271589674,450,107,50
1574271589725,451,107,50
1574271589774,452,107,50
1574271589824,453,107,50
1574271589874,454,107,50
1574271589924,455,107,50
1574271589974,456,107,50
1574271590025,457,107,50
1574271590075,458,107,50
1574271590125,459,107,50
1574271590175,460,107,50
1574271590224,461,107,50
1574271590274,462,107,50
1574271590324,463,107,50
1574271590375,464,107,50
1574271590424,465,107,50
1574271590475,466,107,50
1574271590524,467,107,50
1574271590574,468,107,50
1574271590624,469,107,50
1574271590674,470,107,50
1574271590724,471,107,50
1574271590774,472,107,50
1574271590824,473,107,50
1574271590874,474,107,50
1574271590925,475,107,50
1574271590975,476,107,50
1574271591025,477,107,50
1574271591074,478,107,50
1574271591124,479,107,50
1574271591175,480,107,50
1574271591224,481,107,50
1574271591274,482,107,50
1574271591324,483,107,50
1574271591374,484,107,50
1574271591425,485,107,50
1574271591474,486,107,50
1574271591525,487,107,50
1574271591574,488,107,50
1574271591624,489,107,50
1574271591674,490,107,50
1574271591724,491,107,50
1574271591775,492,107,50
1574271591825,493,107,50
1574271591875,494,107,50
1574271591925,495,107,50
1574271591975,496,107,50
1574271592024,497,107,50
1574271592075,498,107,50
1574271592124,499,107,50
1574271592174,500,107,50
1574271592224,501,107,50
1574271592274,502,107,50
1574271592324,503,107,50
1574271592374,504,107,50
1574271592424,505,107,50
1574271592475,506,107,50
1574271592525,507,107,50
1574271592574,508,107,50
1574271592624,509,107,50
1574271592674,510,107,50
1574271592724,511,107,50
1574271592774,512,107,50
1574271592825,513,107,50
1574271592874,514,107,50
1574271592925,515,107,50
1574271592974,516,107,50
1574271593026,517,107,50
1574271593074,518,107,50
1574271593124,519,107,50
1574271593175,520,107,50
1574271593224,521,107,50
1574271593274,522,107,50
1574271593324,523,107,50
1574271593374,524,107,50
1574271593424,525,107,50
1574271593474,526,107,50
1574271593524,527,107,50
1574271593574,528,107,50
1574271593624,529,107,50
1574271593674,530,107,50
1574271593724,531,107,50
1574271593775,532,107,50
1574271593825,533,107,50
1574271593875,534,107,50
1574271593925,535,107,50
1574271593975,536,107,50
1574271594025,537,107,50
1574271594074,538,107,50
1574271594124,539,107,50
1574271594174,540,107,50
1574271594224,541,107,50
1574271594274,542,107,50
1574271594325,543,107,50
1574271594374,544,107,50
1574271594424,545,107,50
1574271594474,546,107,50
1574271594524,547,107,50
1574271594574,548,107,50
1574271594624,549,107,50
1574271594674,550,107,50
1574271594725,551,107,50
1574271594774,552,107,50
1574271594824,553,107,50
1574271594875,554,107,50
1574271594924,555,107,50
1574271594974,556,107,50
1574271595024,557,107,50
1574271595074,558,107,50
1574271595124,559,107,50
1574271595174,560,107,50
1574271595225,561,107,50
1574271595274,562,107,50
1574271595324,563,107,50
1574271595374,564,107,50
1574271595424,565,107,50
1574271595474,566,107,50
1574271595524,567,107,50
1574271595574,568,107,50
1574271595624,569,107,50
1574271595674,570,107,50
1574271595724,571,107,50
1574271595774,572,107,50
1574271595824,573,107,50
1574271595875,574,107,50
1574271595924,575,107,50
1574271595974,576,107,50
1574271596024,577,107,50
1574271596074,578,107,50
1574271596124,579,107,50
1574271596174,580,107,50
1574271596225,581,107,50
1574271596274,582,107,50
1574271596324,583,107,50
1574271596374,584,107,50
1574271596424,585,107,50
1574271596474,586,107,50
1574271596524,587,107,50
1574271596574,588,107,50
1574271596624,589,107,50
1574271596674,590,107,50
1574271596724,591,107,50
1574271596775,592,107,50
1574271596824,593,107,50
1574271596875,594,107,50
1574271596924,595,107,50
1574271596975,596,107,50
1574271597024,597,107,50
1574271597075,598,107,50
1574271597124,599,107,50
1574271597175,600,107,50
1574271597224,601,107,50
1574271597275,602,107,50
1574271597324,603,107,50
1574271597374,604,107,50
1574271597425,605,107,50
1574271597475,606,107,50
1574271597524,607,107,50
1574271597574,608,107,50
1574271597625,609,107,50
1574271597674,610,107,50
1574271597725,611,107,50
1574271597775,612,107,50
1574271597825,613,107,50
1574271597875,614,107,50
1574271597925,615,107,50
1574271597975,616,107,50
1574271598024,617,107,50
1574271598074,618,107,50
1574271598124,619,107,50
1574271598174,620,107,50
1574271598224,621,107,50
1574271598275,622,107,50
1574271598324,623,107,50
1574271598375,624,107,50
1574271598424,625,107,50
1574271598474,626,107,50
1574271598524,627,107,50
1574271598574,628,107,50
1574271598624,629,107,50
1574271598674,630,107,50
1574271598724,631,107,50
1574271598774,632,107,50
1574271598824,633,107,50
1574271598874,634,107,50
1574271598924,635,107,50
1574271598975,636,107,50
1574271599024,637,107,50
1574271599075,638,107,50
