ts_micro,frame,btn,speed
1574271489244,112,107,50
1574271489294,113,107,50
1574271489344,114,107,50
1574271489394,115,107,50
1574271489444,116,107,50
1574271489494,117,107,50
1574271489544,118,107,50
1574271489594,119,107,50
1574271489644,120,107,50
1574271489694,121,107,50
1574271489744,122,107,50
1574271489794,123,107,50
1574271489844,124,107,50
1574271489894,125,107,50
1574271489944,126,107,50
1574271489994,127,107,50
1574271490044,128,107,50
1574271490094,129,107,50
1574271490144,130,107,50
1574271490194,131,107,50
1574271490244,132,107,50
1574271490295,133,107,50
1574271490344,134,107,50
1574271490394,135,107,50
1574271490444,136,107,50
1574271490494,137,107,50
1574271490544,138,107,50
1574271490594,139,107,50
1574271490644,140,107,50
1574271490694,141,107,50
1574271490744,142,107,50
1574271490794,143,107,50
1574271490844,144,107,50
1574271490894,145,107,50
1574271490944,146,107,50
1574271490994,147,107,50
1574271491044,148,107,50
1574271491094,149,107,50
1574271491144,150,107,50
1574271491194,151,107,50
1574271491244,152,107,50
1574271491294,153,107,50
1574271491344,154,107,50
1574271491394,155,107,50
1574271491444,156,107,50
1574271491494,157,107,50
1574271491544,158,107,50
1574271491594,159,107,50
1574271491644,160,107,50
1574271491694,161,107,50
1574271491744,162,107,50
1574271491794,163,107,50
1574271491844,164,107,50
1574271491894,165,107,50
1574271491944,166,107,50
1574271491994,167,107,50
1574271492044,168,107,50
1574271492094,169,107,50
1574271492144,170,107,50
1574271492194,171,107,50
1574271492244,172,107,50
1574271492294,173,107,50
1574271492344,174,107,50
1574271492394,175,107,50
1574271492444,176,107,50
1574271492494,177,107,50
1574271492544,178,107,50
1574271492595,179,107,50
1574271492644,180,107,50
1574271492694,181,107,50
1574271492744,182,107,50
1574271492794,183,107,50
1574271492844,184,107,50
1574271492894,185,107,50
1574271492944,186,107,50
1574271492994,187,107,50
1574271493044,188,107,50
1574271493094,189,107,50
1574271493144,190,107,50
1574271493194,191,107,50
1574271493244,192,107,50
1574271493294,193,107,50
1574271493344,194,107,50
1574271493394,195,107,50
1574271493444,196,107,50
1574271493494,197,107,50
1574271493544,198,107,50
1574271493594,199,107,50
1574271493644,200,107,50
1574271493694,201,107,50
1574271493744,202,107,50
1574271493796,203,107,50
1574271493844,204,107,50
1574271493894,205,107,50
1574271493944,206,107,50
1574271493994,207,107,50
1574271494044,208,107,50
1574271494094,209,107,50
1574271494144,210,107,50
1574271494194,211,107,50
1574271494244,212,107,50
1574271494294,213,107,50
1574271494344,214,107,50
1574271494394,215,107,50
1574271494444,216,107,50
1574271494494,217,107,50
1574271494544,218,107,50
1574271494594,219,107,50
1574271494645,220,107,50
1574271494694,221,107,50
1574271494744,222,107,50
1574271494794,223,107,50
1574271494844,224,107,50
1574271494894,225,107,50
1574271494944,226,107,50
1574271494994,227,107,50
1574271495044,228,107,50
1574271495094,229,107,50
1574271495144,230,107,50
1574271495194,231,107,50
1574271495244,232,107,50
1574271495294,233,107,50
1574271495344,234,107,50
1574271495394,235,107,50
1574271495444,236,107,50
1574271495494,237,107,50
1574271495544,238,107,50
1574271495594,239,107,50
1574271495644,240,107,50
1574271495694,241,107,50
1574271495744,242,107,50
1574271495794,243,107,50
1574271495844,244,107,50
1574271495894,245,107,50
1574271495944,246,107,50
1574271495994,247,107,50
1574271496044,248,107,50
1574271496094,249,107,50
1574271496144,250,107,50
1574271496194,251,107,50
1574271496244,252,107,50
1574271496294,253,107,50
1574271496344,254,107,50
1574271496394,255,107,50
1574271496444,256,107,50
1574271496494,257,107,50
1574271496544,258,107,50
1574271496594,259,107,50
1574271496644,260,107,50
1574271496694,261,107,50
1574271496744,262,107,50
1574271496794,263,107,50
1574271496844,264,107,50
1574271496894,265,107,50
1574271496944,266,107,50
1574271496994,267,107,50
1574271497044,268,107,50
1574271497094,269,107,50
1574271497144,270,107,50
1574271497194,271,107,50
1574271497244,272,107,50
1574271497294,273,107,50
1574271497344,274,107,50
1574271497394,275,107,50
1574271497444,276,107,50
1574271497494,277,107,50
1574271497544,278,107,50
1574271497594,279,107,50
1574271497644,280,107,50
1574271497694,281,107,50
1574271497744,282,107,50
1574271497794,283,107,50
1574271497844,284,107,50
1574271497894,285,107,50
1574271497944,286,107,50
1574271497994,287,107,50
1574271498044,288,107,50
1574271498094,289,107,50
1574271498144,290,107,50
1574271498194,291,107,50
1574271498244,292,107,50
1574271498294,293,107,50
1574271498344,294,107,50
1574271498394,295,107,50
1574271498444,296,107,50
1574271498494,297,107,50
1574271498544,298,107,50
1574271498594,299,107,50
1574271498644,300,107,50
1574271498694,301,107,50
1574271498744,302,107,50
1574271498794,303,107,50
1574271498844,304,107,50
1574271498894,305,107,50
1574271498944,306,107,50
1574271498994,307,107,50
1574271499044,308,107,50
1574271499094,309,107,50
1574271499144,310,107,50
1574271499194,311,107,50
1574271499244,312,107,50
1574271499294,313,107,50
1574271499344,314,107,50
1574271499394,315,107,50
1574271499444,316,107,50
1574271499494,317,107,50
1574271499544,318,107,50
1574271499594,319,107,50
1574271499644,320,107,50
1574271499694,321,107,50
1574271499746,322,107,50
1574271499794,323,107,50
1574271499844,324,107,50
1574271499894,325,107,50
1574271499944,326,107,50
1574271499994,327,107,50
1574271500044,328,107,50
1574271500094,329,107,50
1574271500144,330,107,50
1574271500194,331,107,50
1574271500244,332,107,50
1574271500294,333,107,50
1574271500344,334,107,50
1574271500394,335,107,50
1574271500444,336,107,50
1574271500494,337,107,50
1574271500544,338,107,50
1574271500594,339,107,50
1574271500644,340,107,50
1574271500694,341,107,50
1574271500744,342,107,50
1574271500794,343,107,50
1574271500844,344,107,50
1574271500894,345,107,50
1574271500944,346,107,50
1574271500994,347,107,50
1574271501044,348,107,50
1574271501094,349,107,50
1574271501144,350,107,50
1574271501194,351,107,50
1574271501244,352,107,50
1574271501294,353,107,50
1574271501344,354,107,50
1574271501394,355,107,50
1574271501444,356,107,50
1574271501494,357,107,50
1574271501544,358,107,50
1574271501594,359,107,50
1574271501644,360,107,50
1574271501694,361,107,50
1574271501744,362,107,50
1574271501794,363,107,50
1574271501844,364,107,50
1574271501894,365,107,50
1574271501944,366,107,50
1574271501994,367,107,50
1574271502044,368,107,50
1574271502094,369,107,50
1574271502144,370,107,50
1574271502194,371,107,50
1574271502244,372,107,50
1574271502294,373,107,50
1574271502344,374,107,50
1574271502394,375,107,50
1574271502444,376,107,50
1574271502494,377,107,50
1574271502544,378,107,50
1574271502594,379,107,50
1574271502644,380,107,50
1574271502694,381,107,50
1574271502744,382,107,50
1574271502794,383,107,50
1574271502844,384,107,50
