ts_micro,frame,wheel
1574271796534,132,0.0
1574271796584,133,0.0
1574271796634,134,0.0
1574271796684,135,0.0
1574271796734,136,0.0
1574271796784,137,0.0
1574271796834,138,0.0
1574271796884,139,0.0
1574271796934,140,0.0
1574271796984,141,0.0
1574271797034,142,0.0
1574271797084,143,0.0
1574271797134,144,0.0
1574271797184,145,0.0
1574271797234,146,0.0
1574271797284,147,0.0
1574271797334,148,0.0
1574271797384,149,0.0
1574271797434,150,0.0
1574271797484,151,0.0
1574271797534,152,0.0
1574271797584,153,0.0
1574271797634,154,0.0
1574271797684,155,0.0
1574271797734,156,0.0
1574271797784,157,0.0
1574271797834,158,0.0
1574271797884,159,0.0
1574271797934,160,0.0
1574271797984,161,0.0
1574271798034,162,0.0
1574271798084,163,0.0
1574271798134,164,0.0
1574271798184,165,0.0
1574271798234,166,0.0
1574271798284,167,0.0
1574271798334,168,0.0
1574271798384,169,0.0
1574271798434,170,0.0
1574271798484,171,0.0
1574271798534,172,0.0
1574271798584,173,0.0
1574271798634,174,0.0
1574271798684,175,0.0
1574271798734,176,0.0
1574271798784,177,0.0
1574271798834,178,0.0
1574271798884,179,0.0
1574271798934,180,0.0
1574271798984,181,0.0
1574271799034,182,0.0
1574271799084,183,0.0
1574271799134,184,0.0
1574271799184,185,0.0
1574271799234,186,0.0
1574271799284,187,0.0
1574271799334,188,0.0
1574271799384,189,0.0
1574271799434,190,0.0
1574271799484,191,0.0
1574271799534,192,0.0
1574271799584,193,0.0
1574271799634,194,0.0
1574271799684,195,0.0
1574271799734,196,0.0
1574271799784,197,0.0
1574271799834,198,0.0
1574271799884,199,0.0
1574271799934,200,0.0
1574271799984,201,0.0
1574271800034,202,0.0
1574271800084,203,0.0
1574271800134,204,0.0
1574271800184,205,0.0
1574271800234,206,0.0
1574271800284,207,0.0
1574271800334,208,0.0
1574271800384,209,0.0
1574271800434,210,0.0
1574271800484,211,0.0
1574271800534,212,0.0
1574271800584,213,0.0
1574271800634,214,0.0
1574271800684,215,0.0
1574271800734,216,0.0
1574271800784,217,0.0
1574271800834,218,0.0
1574271800884,219,0.0
1574271800934,220,0.0
1574271800984,221,0.0
1574271801034,222,0.0
1574271801084,223,0.0
1574271801134,224,0.0
1574271801184,225,0.0
1574271801234,226,0.0
1574271801284,227,0.0
1574271801334,228,0.0
1574271801384,229,0.0
1574271801434,230,0.0
1574271801484,231,0.0
1574271801536,232,0.0
1574271801584,233,0.0
1574271801634,234,0.0
1574271801684,235,0.0
1574271801734,236,0.0
1574271801784,237,0.0
1574271801834,238,0.0
1574271801884,239,0.0
1574271801934,240,0.0
1574271801984,241,0.0
1574271802034,242,0.0
1574271802084,243,0.0
1574271802134,244,0.0
1574271802184,245,0.0
1574271802234,246,0.0
1574271802284,247,0.0
1574271802334,248,0.0
1574271802384,249,0.0
1574271802434,250,0.0
1574271802484,251,0.0
1574271802534,252,0.0
1574271802584,253,0.0
1574271802634,254,0.0
1574271802684,255,0.0
1574271802734,256,0.0
1574271802790,257,0.0
1574271802834,258,0.0
1574271802884,259,0.0
1574271802934,260,0.0
1574271802984,261,0.0
1574271803034,262,0.0
1574271803084,263,0.0
1574271803134,264,0.0
1574271803184,265,0.0
1574271803235,266,0.0
1574271803284,267,0.0
1574271803334,268,0.0
1574271803384,269,0.0
1574271803434,270,0.0
1574271803484,271,0.0
1574271803534,272,0.0
1574271803584,273,0.0
1574271803634,274,0.0
1574271803684,275,0.0
1574271803734,276,0.0
1574271803784,277,0.0
1574271803834,278,0.0
1574271803884,279,0.0
1574271803934,280,0.0
1574271803984,281,0.0
1574271804034,282,0.0
1574271804084,283,0.0
1574271804134,284,0.0
1574271804184,285,0.0
1574271804234,286,0.0
1574271804284,287,0.0
1574271804334,288,0.0
1574271804384,289,0.0
1574271804434,290,0.0
1574271804484,291,0.0
1574271804534,292,0.0
1574271804584,293,0.0
1574271804634,294,0.0
1574271804684,295,0.0
1574271804734,296,0.0
1574271804784,297,0.0
1574271804834,298,0.0
1574271804884,299,0.0
1574271804936,300,0.0
1574271804984,301,0.0
1574271805034,302,0.0
1574271805084,303,0.0
1574271805134,304,0.0
1574271805184,305,0.0
1574271805234,306,0.0
1574271805284,307,0.0
1574271805334,308,0.0
1574271805384,309,0.0
1574271805434,310,0.0
1574271805484,311,0.0
1574271805534,312,0.0
1574271805584,313,0.0
1574271805634,314,0.0
1574271805684,315,0.0
1574271805734,316,0.0
1574271805784,317,0.0
1574271805834,318,0.0
1574271805884,319,0.0
1574271805934,320,0.0
1574271805984,321,0.0
1574271806034,322,0.0
1574271806084,323,0.0
1574271806134,324,0.0
1574271806184,325,0.0
1574271806234,326,0.0
1574271806284,327,0.0
1574271806334,328,0.0
1574271806384,329,0.0
1574271806434,330,0.0
1574271806484,331,0.0
1574271806534,332,0.0
1574271806584,333,0.0
1574271806635,334,0.0
1574271806684,335,0.0
1574271806734,336,0.0
1574271806784,337,0.0
1574271806834,338,0.0
1574271806884,339,0.0
1574271806934,340,0.0
1574271806984,341,0.0
1574271807034,342,0.0
1574271807084,343,0.0
1574271807134,344,0.0
1574271807184,345,0.0
1574271807234,346,0.0
1574271807284,347,0.0
1574271807334,348,0.0
1574271807384,349,0.0
1574271807434,350,0.0
1574271807484,351,0.0
1574271807534,352,0.0
1574271807584,353,0.0
1574271807634,354,0.0
1574271807684,355,0.0
1574271807734,356,0.0
1574271807784,357,0.0
1574271807834,358,0.0
1574271807884,359,0.0
1574271807934,360,0.0
1574271807984,361,0.0
1574271808034,362,0.0
1574271808084,363,0.0
1574271808134,364,0.0
1574271808184,365,0.0
1574271808234,366,0.0
1574271808284,367,0.0
1574271808335,368,0.0
1574271808384,369,0.0
1574271808434,370,0.0
1574271808484,371,0.0
1574271808534,372,0.0
1574271808584,373,0.0
1574271808634,374,0.0
1574271808684,375,0.0
1574271808734,376,0.0
1574271808784,377,0.0
1574271808834,378,0.0
1574271808884,379,0.0
1574271808934,380,0.0
1574271808984,381,0.0
1574271809034,382,0.0
1574271809084,383,0.0
1574271809134,384,0.0
1574271809184,385,0.0
1574271809234,386,0.0
1574271809284,387,0.0
1574271809334,388,0.0
1574271809384,389,0.0
1574271809434,390,0.0
1574271809484,391,0.0
1574271809534,392,0.0
1574271809584,393,0.0
1574271809634,394,0.0
1574271809684,395,0.0
1574271809734,396,0.0
1574271809784,397,0.0
1574271809834,398,0.0
1574271809884,399,0.0
1574271809934,400,0.0
1574271809984,401,0.0
1574271810034,402,0.0
1574271810084,403,0.0
1574271810134,404,0.0
1574271810184,405,0.0
1574271810234,406,0.0
1574271810284,407,0.0
1574271810334,408,0.0
1574271810384,409,0.0
1574271810434,410,0.0
1574271810484,411,0.0
1574271810534,412,0.0
1574271810584,413,0.0
1574271810634,414,0.0
1574271810684,415,0.0
1574271810734,416,0.0
1574271810784,417,0.0
1574271810834,418,0.0
1574271810884,419,0.0
1574271810934,420,0.0
1574271810984,421,0.0
1574271811034,422,0.0
1574271811084,423,0.0
1574271811134,424,0.0
1574271811184,425,0.0
1574271811234,426,0.0
1574271811284,427,0.0
1574271811334,428,0.0
1574271811384,429,0.0
1574271811434,430,0.0
1574271811484,431,0.0
1574271811534,432,0.0
1574271811584,433,0.0
1574271811634,434,0.0
1574271811684,435,0.0
1574271811734,436,0.0
1574271811784,437,0.0
1574271811834,438,0.0
1574271811884,439,0.0
1574271811934,440,0.0
1574271811984,441,0.0
1574271812034,442,0.0
1574271812084,443,0.0
1574271812134,444,0.0
1574271812184,445,0.0
1574271812234,446,0.0
1574271812284,447,0.0
1574271812334,448,0.0
1574271812384,449,0.0
1574271812434,450,0.0
1574271812484,451,0.0
1574271812534,452,0.0
1574271812584,453,0.0
1574271812634,454,0.0
1574271812684,455,0.0
1574271812734,456,0.0
1574271812784,457,0.0
1574271812834,458,0.0
1574271812884,459,0.0
1574271812934,460,0.0
1574271812984,461,0.0
1574271813034,462,0.0
1574271813084,463,0.0
1574271813134,464,0.0
1574271813184,465,0.0
1574271813234,466,0.0
1574271813284,467,0.0
1574271813334,468,0.0
1574271813384,469,0.0
1574271813434,470,0.0
1574271813484,471,0.0
1574271813534,472,0.0
1574271813584,473,0.0
1574271813634,474,0.0
1574271813684,475,0.0
1574271813734,476,0.0
1574271813784,477,0.0
1574271813834,478,0.0
1574271813884,479,0.0
1574271813934,480,0.0
1574271813984,481,0.0
1574271814034,482,0.0
1574271814084,483,0.0
1574271814134,484,0.0
1574271814184,485,0.0
1574271814234,486,0.0
1574271814284,487,0.0
1574271814334,488,0.0
1574271814384,489,0.0
1574271814434,490,0.0
1574271814484,491,0.0
1574271814534,492,0.0
1574271814584,493,0.0
1574271814634,494,0.0
1574271814684,495,0.0
1574271814734,496,0.0
1574271814784,497,0.0
1574271814834,498,0.0
1574271814884,499,0.0
1574271814934,500,0.0
1574271814984,501,0.0
1574271815034,502,0.0
1574271815084,503,0.0
1574271815134,504,0.0
1574271815184,505,0.0
1574271815234,506,0.0
1574271815284,507,0.0
1574271815334,508,0.0
1574271815384,509,0.0
1574271815434,510,0.0
1574271815484,511,0.0
1574271815534,512,0.0
1574271815584,513,0.0
1574271815634,514,0.0
1574271815684,515,0.0
1574271815734,516,0.0
1574271815784,517,0.0
1574271815834,518,0.0
1574271815884,519,0.0
1574271815934,520,0.0
1574271815984,521,0.0
1574271816034,522,0.0
1574271816084,523,0.0
1574271816134,524,0.0
1574271816184,525,0.0
1574271816234,526,0.0
1574271816284,527,0.0
1574271816334,528,0.0
1574271816384,529,0.0
1574271816434,530,0.0
1574271816484,531,0.0
1574271816534,532,0.0
1574271816584,533,0.0
1574271816634,534,0.0
1574271816684,535,0.0
1574271816734,536,0.0
1574271816784,537,0.0
1574271816834,538,0.0
1574271816884,539,0.0
1574271816934,540,0.0
1574271816984,541,0.0
1574271817034,542,0.0
1574271817084,543,0.0
1574271817134,544,0.0
1574271817184,545,0.0
1574271817234,546,0.0
1574271817284,547,0.0
1574271817334,548,0.0
1574271817384,549,0.0
1574271817434,550,0.0
1574271817484,551,0.0
1574271817534,552,0.0
1574271817584,553,0.0
1574271817634,554,0.0
1574271817684,555,0.0
1574271817734,556,0.0
1574271817784,557,0.0
1574271817834,558,0.0
1574271817884,559,0.0
1574271817934,560,0.0
1574271817984,561,0.0
1574271818034,562,0.0
1574271818084,563,0.0
1574271818134,564,0.0
1574271818184,565,0.0
1574271818234,566,0.0
1574271818284,567,0.0
1574271818334,568,0.0
1574271818384,569,0.0
1574271818434,570,0.0
1574271818484,571,0.0
1574271818534,572,0.0
1574271818584,573,0.0
1574271818634,574,0.0
1574271818684,575,0.0
1574271818734,576,0.0
1574271818784,577,0.0
1574271818834,578,0.0
1574271818884,579,0.0
1574271818934,580,0.0
1574271818984,581,0.0
1574271819034,582,0.0
1574271819084,583,0.0
1574271819134,584,0.0
1574271819184,585,0.0
1574271819234,586,0.0
1574271819284,587,0.0
1574271819334,588,0.0
1574271819384,589,0.0
1574271819434,590,0.0
1574271819484,591,0.0
1574271819534,592,0.0
1574271819584,593,0.0
1574271819634,594,0.0
1574271819684,595,0.0
1574271819734,596,0.0
1574271819784,597,0.0
1574271819834,598,0.0
1574271819884,599,0.0
1574271819934,600,0.0
1574271819984,601,0.0
1574271820034,602,0.0
1574271820084,603,0.0
1574271820134,604,0.0
1574271820184,605,0.0
1574271820234,606,0.0
1574271820284,607,0.0
1574271820334,608,0.0
1574271820384,609,0.0
1574271820434,610,0.0
1574271820484,611,0.0
1574271820534,612,0.0
1574271820584,613,0.0
1574271820634,614,0.0
1574271820684,615,0.0
1574271820734,616,0.0
1574271820784,617,0.0
1574271820834,618,0.0
1574271820884,619,0.0
1574271820934,620,0.0
1574271820984,621,0.0
1574271821034,622,0.0
1574271821084,623,0.0
1574271821134,624,0.0
1574271821184,625,0.0
1574271821234,626,0.0
1574271821284,627,0.0
1574271821334,628,0.0
1574271821384,629,0.0
1574271821434,630,0.0
1574271821484,631,0.0
1574271821534,632,0.0
1574271821585,633,0.0
1574271821634,634,0.0
1574271821684,635,0.0
1574271821735,636,0.0
1574271821784,637,0.0
1574271821834,638,0.0
1574271821884,639,0.0
1574271821934,640,0.0
1574271821984,641,0.0
1574271822034,642,0.0
1574271822084,643,0.0
1574271822134,644,0.0
1574271822184,645,0.0
1574271822234,646,0.0
1574271822284,647,0.0
1574271822334,648,0.0
1574271822384,649,0.0
1574271822434,650,0.0
1574271822484,651,0.0
1574271822534,652,0.0
1574271822584,653,0.0
1574271822634,654,0.0
1574271822684,655,0.0
1574271822734,656,0.0
1574271822784,657,0.0
1574271822834,658,0.0
1574271822884,659,0.0
1574271822934,660,0.0
1574271822984,661,0.0
1574271823034,662,0.0
1574271823084,663,0.0
1574271823134,664,0.0
1574271823184,665,0.0
1574271823234,666,0.0
1574271823284,667,0.0
1574271823334,668,0.0
1574271823384,669,0.0
1574271823434,670,0.0
1574271823484,671,0.0
1574271823534,672,0.0
1574271823584,673,0.0
1574271823634,674,0.0
1574271823684,675,0.0
1574271823734,676,0.0
1574271823784,677,0.0
1574271823834,678,0.0
1574271823885,679,0.0
1574271823934,680,0.0
1574271823984,681,0.0
1574271824034,682,0.0
1574271824084,683,0.0
1574271824134,684,0.0
1574271824184,685,0.0
1574271824234,686,0.0
1574271824284,687,0.0
1574271824334,688,0.0
1574271824384,689,0.0
1574271824434,690,0.0
1574271824484,691,0.0
1574271824534,692,0.0
1574271824584,693,0.0
1574271824634,694,0.0
1574271824684,695,0.0
1574271824735,696,0.0
1574271824784,697,0.0
1574271824834,698,0.0
1574271824884,699,0.0
1574271824934,700,0.0
1574271824984,701,0.0
1574271825034,702,0.0
1574271825084,703,0.0
1574271825134,704,0.0
1574271825184,705,0.0
1574271825234,706,0.0
1574271825284,707,0.0
1574271825334,708,0.0
1574271825384,709,0.0
1574271825434,710,0.0
1574271825484,711,0.0
1574271825534,712,0.0
1574271825584,713,0.0
1574271825634,714,0.0
1574271825684,715,0.0
1574271825734,716,0.0
1574271825784,717,0.0
1574271825834,718,0.0
1574271825884,719,0.0
1574271825934,720,0.0
1574271825984,721,0.0
1574271826034,722,0.0
1574271826084,723,0.0
1574271826134,724,0.0
1574271826184,725,0.0
1574271826234,726,0.0
1574271826284,727,0.0
1574271826334,728,0.0
1574271826384,729,0.0
1574271826435,730,0.0
1574271826484,731,0.0
1574271826534,732,0.0
1574271826584,733,0.0
1574271826634,734,0.0
1574271826684,735,0.0
1574271826734,736,0.0
1574271826784,737,0.0
1574271826834,738,0.0
1574271826884,739,0.0
1574271826934,740,0.0
1574271826984,741,0.0
1574271827034,742,0.0
1574271827084,743,0.0
1574271827134,744,0.0
1574271827187,745,0.0
1574271827234,746,0.0
1574271827284,747,0.0
1574271827334,748,0.0
1574271827384,749,0.0
1574271827434,750,0.0
1574271827484,751,0.0
1574271827534,752,0.0
1574271827584,753,0.0
1574271827634,754,0.0
1574271827684,755,0.0
1574271827734,756,0.0
1574271827784,757,0.0
1574271827834,758,0.0
1574271827884,759,0.0
1574271827934,760,0.0
1574271827984,761,0.0
1574271828034,762,0.0
1574271828084,763,0.0
1574271828134,764,0.0
1574271828184,765,0.0
1574271828234,766,0.0
1574271828284,767,0.0
1574271828334,768,0.0
1574271828384,769,0.0
1574271828434,770,0.0
1574271828484,771,0.0
1574271828534,772,0.0
1574271828584,773,0.0
1574271828634,774,0.0
1574271828684,775,0.0
1574271828734,776,0.0
1574271828784,777,0.0
1574271828834,778,0.0
1574271828884,779,0.0
1574271828934,780,0.0
1574271828984,781,0.0
1574271829034,782,0.0
1574271829084,783,0.0
1574271829134,784,0.0
1574271829184,785,0.0
1574271829234,786,0.0
1574271829284,787,0.0
1574271829334,788,0.0
1574271829384,789,0.0
1574271829434,790,0.0
1574271829484,791,0.0
1574271829534,792,0.0
1574271829584,793,0.0
1574271829634,794,0.0
1574271829684,795,0.0
1574271829734,796,0.0
1574271829784,797,0.0
1574271829834,798,0.0
1574271829884,799,0.0
1574271829934,800,0.0
1574271829984,801,0.0
1574271830034,802,0.0
1574271830084,803,0.0
1574271830134,804,0.0
1574271830184,805,0.0
1574271830234,806,0.0
1574271830284,807,0.0
1574271830334,808,0.0
1574271830384,809,0.0
1574271830434,810,0.0
1574271830484,811,0.0
1574271830534,812,0.0
1574271830584,813,0.0
1574271830634,814,0.0
1574271830684,815,0.0
1574271830734,816,0.0
1574271830784,817,0.0
1574271830834,818,0.0
1574271830884,819,0.0
1574271830934,820,0.0
1574271830984,821,0.0
1574271831034,822,0.0
1574271831084,823,0.0
1574271831134,824,0.0
1574271831184,825,0.0
1574271831234,826,0.0
1574271831284,827,0.0
1574271831334,828,0.0
1574271831384,829,0.0
1574271831434,830,0.0
1574271831484,831,0.0
1574271831534,832,0.0
1574271831584,833,0.0
1574271831634,834,0.0
1574271831684,835,0.0
1574271831734,836,0.0
1574271831784,837,0.0
1574271831834,838,0.0
1574271831884,839,0.0
1574271831934,840,0.0
1574271831984,841,0.0
1574271832034,842,0.0
1574271832084,843,0.0
1574271832134,844,0.0
1574271832184,845,0.0
1574271832234,846,0.0
1574271832284,847,0.0
1574271832334,848,0.0
